dependency_id,project_id,predecessor_task_id,successor_task_id,dependency_type,lag_days,critical_dependency_flag
3067,2,12657,10339,FS,1,Y
3068,10,13652,12075,FS,4,N
3069,10,10754,12012,FF,0,N
3070,13,12655,12675,SS,3,Y
3071,2,15360,10254,FF,2,N
3072,2,14984,10321,FF,0,Y
3073,10,11039,12049,FS,3,Y
3074,17,10774,13445,SS,4,N
3075,5,13399,10947,FF,5,N
3076,22,11554,14535,FF,2,Y
3077,12,11920,12456,FF,0,N
3078,6,13973,11085,SS,3,Y
3079,6,11293,11192,FS,0,Y
3080,3,15397,10621,FF,3,N
3081,10,12104,12099,SS,4,Y
3082,4,11928,10751,FF,3,Y
3083,15,13404,12994,FS,3,Y
3084,19,12027,13916,FF,1,N
3085,14,11184,12804,FF,1,N
3086,9,10546,11798,FF,1,N
3087,9,11480,11865,FS,0,Y
3088,16,12761,13178,FS,0,Y
3089,10,12498,11959,FS,2,Y
3090,19,13635,13829,FS,3,N
3091,16,14784,13310,FF,0,Y
3092,9,13034,11778,SS,0,Y
3093,3,10793,10578,SS,4,Y
3094,8,15170,11668,FF,5,Y
3095,7,12268,11396,FF,1,Y
3096,20,12634,14056,FF,4,N
3097,11,14318,12184,FS,1,N
3098,14,14896,12755,SS,2,N
3099,9,11835,11806,FF,5,N
3100,14,15186,12855,FS,1,Y
3101,25,13307,14980,FF,3,N
3102,2,10606,10271,FF,1,Y
3103,1,15447,10171,FS,5,N
3104,10,11258,12042,FS,1,N
3105,19,15727,13957,FS,4,Y
3106,6,14975,11234,FF,2,N
3107,9,11190,11816,SS,2,Y
3108,28,13192,15590,FS,5,Y
3109,26,11517,15415,FS,5,Y
3110,17,13190,13356,FF,0,Y
3111,13,12061,12723,SS,2,Y
3112,24,12470,14952,FF,5,Y
3113,22,10901,14517,FS,2,Y
3114,21,11629,14346,FS,2,N
3115,8,15355,11497,SS,0,Y
3116,18,12501,13642,SS,3,N
3117,6,10484,11276,FS,4,Y
3118,7,10058,11310,SS,4,N
3119,9,10369,11787,FS,1,Y
3120,18,14677,13616,FF,5,Y
3121,19,10805,13846,SS,4,Y
3122,15,10764,12950,SS,3,Y
3123,27,14323,15571,FS,3,N
3124,9,11958,11891,FS,3,Y
3125,4,13687,10678,FF,1,Y
3126,21,14315,14298,SS,0,Y
3127,11,14837,12171,FF,3,Y
3128,11,14333,12302,FS,0,Y
3129,18,15013,13590,FS,5,N
3130,23,10701,14703,FF,4,N
3131,13,11924,12734,SS,3,N
3132,20,14195,14004,FF,0,Y
3133,17,10321,13382,FF,4,Y
3134,2,12231,10296,FS,2,Y
3135,6,11875,11071,SS,3,Y
3136,1,13259,10054,FS,1,Y
3137,26,12549,15341,FF,0,Y
3138,16,13094,13179,SS,0,N
3139,25,11391,15151,FS,2,Y
3140,19,15341,13873,SS,5,Y
3141,18,12674,13523,FF,2,Y
3142,10,13454,12007,FF,1,N
3143,2,10606,10302,FF,5,N
3144,2,10855,10366,FS,3,Y
3145,16,10986,13316,FS,3,N
3146,1,13234,10103,FS,5,N
3147,25,14845,15128,FS,2,Y
3148,14,12507,12793,FS,3,Y
3149,16,15386,13182,FS,5,Y
3150,14,11949,12796,FF,2,N
3151,20,14942,14001,SS,4,N
3152,13,14424,12732,SS,4,Y
3153,18,10752,13535,FS,2,N
3154,17,10038,13336,FF,2,N
3155,15,13796,13006,SS,1,Y
3156,19,13273,13839,FF,0,Y
3157,7,12519,11488,SS,0,N
3158,19,14159,13849,SS,0,Y
3159,2,10702,10375,FS,3,Y
